uri	gender	birthDate	deathDate	activeDate	birthPlace	deathPlace	nameLat	firstNameLat	lastNameLat	normLa	nameAra	firstNameAra	lastNameAra	alternateNameAra	alternateFirstNameAra	alternateLastNameAra	alternateNameLat	alternateFirstNameLat	alternateLastNameLat
DiJeSt1685130	female					[]	Barzilai, Anat	Anat	Barzilai	Anat Barzilai	برزيلي، عنت	عنت	برزيلي	set()	set()	set()	set()	set()	set()
DiJeSt1685131	female					[]	Levi, Tia	Tia	Levi	Tia Levi	لوي، تيا	تيا	لوي	set()	set()	set()	set()	set()	set()
DiJeSt1685132	male					[]	Zoabi, Assad	Assad	Zoabi	Assad Zoabi	زعبي، أسعد	أسعد	زعبي	set()	set()	set()	"{""Zu'bi, As'ad"", ""Zo'bi, As'ad""}"	"""As'ad"""	"""Zu'bi"", ""Zo'bi"""
DiJeSt1685847	female					[]					فراج، نسرين حسين	نسرين حسين	فراج	{'فراج، نسرين (رنا) حسين'}	{'نسرين (رنا) حسين'}	{'فراج، نسرين (رنا) حسين'}	set()	set()	set()
DiJeSt1686538	female					[]					العاد، رونيت	رونيت	العاد	set()	set()	set()	set()	set()	set()
DiJeSt1686850	female					[]					ريان، خولة	خولة	ريان	set()	set()	set()	set()	set()	set()
DiJeSt1687019	male					[]					سنونو، اياد	اياد	سنونو	set()	set()	set()	set()	set()	set()
DiJeSt1687024	male	1980				[]	Shalata, Waleed	Waleed	Shalata	Waleed Shalata	شلاعطة، وليد	وليد	شلاعطة	{'شلاعطة، وليد محمد'}	{'وليد محمد'}	{'شلاعطة، وليد محمد'}	set()	set()	set()
DiJeSt1687959	female	1926-10-08	2017-08-30			[]	Hay, Louise L.	Louise L.	Hay	Louise L. Hay	هاي، لوئيز ل.	لوئيز ل.	هاي	{'هاي، لويزا', 'هي، لوئيز ل.'}	{'لويزا', 'لوئيز ل.'}	{'هاي، لويزا', 'هي، لوئيز ل.'}	{'Khei, Luizy'}	'Luizy'	'Khei'
DiJeSt1688847	male	1915			Ohio	[]	Schmidt, Dana Adams	Dana Adams	Schmidt	Dana Adams Schmidt	شمدت، دانا آدمز	دانا آدمز	شمدت	set()	set()	set()	{'SCHMIDT, DANA ADAMS'}	'DANA ADAMS'	'SCHMIDT'
DiJeSt1690132	female					[]	Koren, Zohar	Zohar	Koren	Zohar Koren	كورن، زوهر	زوهر	كورن	set()	set()	set()	set()	set()	set()
DiJeSt1693664	male					[]	Ben-Yona, S.	S.	Ben-Yona	S. Ben-Yona	بن يونا، شلومو	شلومو	بن يونا	{'ابن يونا، شلومو'}	{'شلومو'}	{'ابن يونا، شلومو'}	{'Ben-Yonah, S.', 'Ben-Yonah, Shlomo'}	'Shlomo', 'S.'	'Ben-Yonah'
DiJeSt1693670	male					[]	Ben-Efrat, Roni	Roni	Ben-Efrat	Roni Ben-Efrat	بن افرات، روني	روني	بن افرات	{'ابن افرات، روني'}	{'روني'}	{'ابن افرات، روني'}	set()	set()	set()
DiJeSt1693803	female					[]					ميلر، أورا	أورا	ميلر	set()	set()	set()	set()	set()	set()
DiJeSt1693804	female					[]					هورنر، دبورة	دبورة	هورنر	set()	set()	set()	set()	set()	set()
DiJeSt1696379	female					[]	Hajj Yihya, Athar	Athar	Hajj Yihya	Athar Hajj Yihya	حاج يحيى، آثار	آثار	حاج يحيى	set()	set()	set()	{'Hajj Yahya, Aathar'}	'Aathar'	'Hajj Yahya'
DiJeSt1696724	male	1956-10-01				[]	Chihilʹtan, Amīr Ḥasan	Amīr Ḥasan	Chihilʹtan	Amīr Ḥasan Chihilʹtan	چهل‌تن، امير حسن	امير حسن	چهل‌تن	{'چهل\u200c تن، امير حسن'}	{'امير حسن'}	{'چهل\u200c تن، امير حسن'}	{'Cheheltan, Amir Hassan'}	'Amir Hassan'	'Cheheltan'
DiJeSt1696877	male					[]	Negem, Adnan Ibrahim	Adnan Ibrahim	Negem	Adnan Ibrahim Negem	نجم، عدنان ابراهيم	عدنان ابراهيم	نجم	set()	set()	set()	{'Najm, Adnan Ibrahim'}	'Adnan Ibrahim'	'Najm'
DiJeSt1697119	female	1979				[]	Edelstein, Rinat	Rinat	Edelstein	Rinat Edelstein	ادلشتاين، رينات	رينات	ادلشتاين	set()	set()	set()	set()	set()	set()
DiJeSt1697124	female					[]	Mendel, Iris	Iris	Mendel	Iris Mendel	مندل، ايريس	ايريس	مندل	set()	set()	set()	set()	set()	set()
DiJeSt1697126	male	1975				[]	Nevet, Yitzhak	Yitzhak	Nevet	Yitzhak Nevet	يتسحاك، نيفيت	نيفيت	يتسحاك	set()	set()	set()	set()	set()	set()
DiJeSt1697127	female	1978			Moscow (Russia)	[]	Schneider, Ester	Ester	Schneider	Ester Schneider	شنايدر، استر	استر	شنايدر	set()	set()	set()	{'Schneider, Esther'}	'Esther'	'Schneider'
DiJeSt1699734	male	1749	1832			Weimar	Goethe, Johann Wolfgang von	Johann Wolfgang von	Goethe	Johann Wolfgang von Goethe	گوته، يوهان ڤلفگنك فن	يوهان ڤلفگنك فن	گوته	{'جوته، يوهان فولفغانغ فون', 'غوته، يوهن ولفجنج', 'جوت، يوهان ڤلفگنگ فن', 'جيتى، جوهان ولفجانج', 'جوته، يوهان ولفجانج فون'}	{'يوهن ولفجنج', 'جوهان ولفجانج', 'يوهان فولفغانغ فون', 'يوهان ولفجانج فون', 'يوهان ڤلفگنگ فن'}	{'جوته، يوهان فولفغانغ فون', 'غوته، يوهن ولفجنج', 'جوت، يوهان ڤلفگنگ فن', 'جيتى، جوهان ولفجانج', 'جوته، يوهان ولفجانج فون'}	{'Göthe, Johann Wolfgang von', 'GOETHE, JOHANN WOLFGANG VON', 'Von Goethe, Johann Wolfgang', 'Goethe, Jan Wolfgang'}	'JOHANN WOLFGANG VON', 'Jan Wolfgang', 'Johann Wolfgang', 'Johann Wolfgang von'	'Von Goethe', 'Goethe', 'GOETHE', 'Göthe'
DiJeSt1700823	male	1934-08-25	2017-01-08			[]	Hāshimī Rafsanjānī, ʻAlī Akbar	ʻAlī Akbar	Hāshimī Rafsanjānī	ʻAlī Akbar Hāshimī Rafsanjānī	هاشمى رفسنجانى، على اكبر	على اكبر	هاشمى رفسنجانى	{'رفسنجانى، هاشمى', 'رفسنجانى، على اكبر هاشمى', 'رفسنجانى، اكبر هاشمى', 'هاشمى رفسنجانى، اكبر'}	{'اكبر', 'اكبر هاشمى', 'على اكبر هاشمى', 'هاشمى'}	{'رفسنجانى، هاشمى', 'رفسنجانى، على اكبر هاشمى', 'رفسنجانى، اكبر هاشمى', 'هاشمى رفسنجانى، اكبر'}	{'Hashimi Rafsanjani, Ali Akbar', 'Hashemi Rafsanjani, Akbar', 'Rafsanjānī, Hāshimī', 'Rafsanjānī, Akbar Hāshimī', 'Bahramani, Hashemi', 'Hāshimī Rafsanjānī, Akbar', 'Rafsanjānī, ʻAlī Akbar Hāshimī'}	'Hāshimī', 'Akbar', 'Akbar Hāshimī', 'ʻAlī Akbar Hāshimī', 'Hashemi', 'Ali Akbar'	'Hāshimī Rafsanjānī', 'Hashimi Rafsanjani', 'Bahramani', 'Rafsanjānī', 'Hashemi Rafsanjani'
DiJeSt1708194	female	1976				[]	Khoury, Clara	Clara	Khoury	Clara Khoury	خوري، كلارا	كلارا	خوري	set()	set()	set()	set()	set()	set()
DiJeSt1708660	female	1980			Umm al-Fahm (Israel)	[]	Qāḥawīsh, Līlī	Līlī	Qāḥawīsh	Līlī Qāḥawīsh	قحاوش، ليالي	ليالي	قحاوش	set()	set()	set()	{'Kahawish, Lialy', 'Kahawesh, Lialy'}	'Lialy'	'Kahawesh', 'Kahawish'
DiJeSt1708665	male	1977				[]	Pollak, Amir	Amir	Pollak	Amir Pollak	بولاك، امير	امير	بولاك	set()	set()	set()	set()	set()	set()
DiJeSt1708667	female	1980			En Hashofet (Israel)	[]	Novikova, Evgenia	Evgenia	Novikova	Evgenia Novikova	نوفيكوف، يافغنيا	يافغنيا	نوفيكوف	set()	set()	set()	set()	set()	set()
DiJeSt1708673	male					[]	Badārinah, Qāsim	Qāsim	Badārinah	Qāsim Badārinah	بدارنة، قاسم	قاسم	بدارنة	set()	set()	set()	set()	set()	set()
DiJeSt1708685	male					[]					مصالحة، تامر	تامر	مصالحة	set()	set()	set()	set()	set()	set()
DiJeSt1708686	female					[]					فايس-غباي، تمار	تمار	فايس-غباي	{'غباي، تمار فايس-'}	{'تمار فايس-'}	{'غباي، تمار فايس-'}	set()	set()	set()
DiJeSt1708749	female	1961			Tel Aviv (Israel)	[]	Ishay, Orit	Orit	Ishay	Orit Ishay	يشاي، اوريت	اوريت	يشاي	set()	set()	set()	set()	set()	set()
DiJeSt1708801	male	1956				[]	Touma, Michael	Michael	Touma	Michael Touma	توما، ميخائيل	ميخائيل	توما	set()	set()	set()	set()	set()	set()
DiJeSt1708802	female	1931			Moldavia	[]	Touma, Khaya	Khaya	Touma	Khaya Touma	توما، حايا	حايا	توما	set()	set()	set()	set()	set()	set()
DiJeSt1708904	male	1975			Argentina	[]	Sagorsky, Gustavo	Gustavo	Sagorsky	Gustavo Sagorsky	سچورسكي، چوستاڨو	چوستاڨو	سچورسكي	set()	set()	set()	set()	set()	set()
DiJeSt1708913	female	1982				[]	Landow, Ayala	Ayala	Landow	Ayala Landow	لينداو، آيالاة	آيالاة	لينداو	set()	set()	set()	set()	set()	set()
DiJeSt1708914	female					[]	Weil, Sandra	Sandra	Weil	Sandra Weil	ساندرا، فيل	فيل	ساندرا	set()	set()	set()	{'Fīl, Sāndrū', 'Ṿail, Sandrah'}	'Sandrah', 'Sāndrū'	'Fīl', 'Ṿail'
DiJeSt1708959						[]	Boulos, Rozan Salim	Rozan Salim	Boulos	Rozan Salim Boulos	بولس، روزان سليم	روزان سليم	بولس	set()	set()	set()	{'Bulus, Ruzan Salim'}	'Ruzan Salim'	'Bulus'
DiJeSt1708960	male	1983				[]	Eliyahu, Meydad	Meydad	Eliyahu	Meydad Eliyahu	الياهو، ميداد	ميداد	الياهو	set()	set()	set()	set()	set()	set()
DiJeSt1709003	female					[]	Abu Husayn, Maha	Maha	Abu Husayn	Maha Abu Husayn	حسين، مها أبو	مها أبو	حسين	set()	set()	set()	{'Abu Husain, Maha', 'Abo Hossen, Maha'}	'Maha'	'Abo Hossen', 'Abu Husain'
DiJeSt1709004	male	1965			Ankara (Turkey)	[]	Özgür, Ferhat	Ferhat	Özgür	Ferhat Özgür	اوزجوز، فرهت	فرهت	اوزجوز	set()	set()	set()	set()	set()	set()
DiJeSt1709005	female					[]	Levin, Ori	Ori	Levin	Ori Levin	لفين، أوري	أوري	لفين	set()	set()	set()	set()	set()	set()
DiJeSt1709011	male					[]	Firro, Amir Mu'in	Amir Mu'in	Firro	Amir Mu'in Firro	فرو، أمير معين	أمير معين	فرو	set()	set()	set()	"{""Firru, Amir Mu'in""}"	"""Amir Mu'in"""	'Firru'
DiJeSt1709021						[]	Zahran, Heba	Heba	Zahran	Heba Zahran	زهران، هبة	هبة	زهران	set()	set()	set()	{'Zahran, Hiba'}	'Hiba'	'Zahran'
DiJeSt1709023	male					[]	Heifetz, Roey	Roey	Heifetz	Roey Heifetz	حيفتس، روعي	روعي	حيفتس	set()	set()	set()	set()	set()	set()
DiJeSt1709029	female					[]	Navok, Hila Toony	Hila Toony	Navok	Hila Toony Navok	طوني-نفوك، هيلا	هيلا	طوني-نفوك	{'طوني، هيلا نفوك-', 'نفوك، هيلا طوني-'}	{'هيلا طوني-', 'هيلا نفوك-'}	{'طوني، هيلا نفوك-', 'نفوك، هيلا طوني-'}	{'Ṭuni Navoḳ, Hilah', 'Navoḳ, Hilah Ṭuni', 'Toony Navok, Hila'}	'Hilah', 'Hila', 'Hilah Ṭuni'	'Toony Navok', 'Ṭuni Navoḳ', 'Navoḳ'
DiJeSt1709030	male					[]	Lubin, Avi	Avi	Lubin	Avi Lubin	لوبين، آفي	آفي	لوبين	set()	set()	set()	set()	set()	set()
DiJeSt1709046	female					[]					مالول، ياعيل	ياعيل	مالول	set()	set()	set()	set()	set()	set()
DiJeSt1709052	male					[]	Tebol, Yuval	Yuval	Tebol	Yuval Tebol	طبول، يوفال	يوفال	طبول	set()	set()	set()	set()	set()	set()
DiJeSt1709053	female					[]	Monier, Suheir	Suheir	Monier	Suheir Monier	منير، سوهير	سوهير	منير	set()	set()	set()	set()	set()	set()
DiJeSt1709096						[]	Lorian, Li	Li	Lorian	Li Lorian	لوريان، لي	لي	لوريان	set()	set()	set()	set()	set()	set()
DiJeSt1709098	male					[]	Gutman, Guy	Guy	Gutman	Guy Gutman	جوتمان، غي	غي	جوتمان	set()	set()	set()	set()	set()	set()
DiJeSt1709334	male					[]	Geiger, Shachar	Shachar	Geiger	Shachar Geiger	غايغر، شاحار	شاحار	غايغر	set()	set()	set()	set()	set()	set()
DiJeSt1709338	female					[]	Zeisler-Gechtman, Bat Sheva	Bat Sheva	Zeisler-Gechtman	Bat Sheva Zeisler-Gechtman	زايسلير-جوختمان، بات شيفع	بات شيفع	زايسلير-جوختمان	{'جوختمان، بات شيفع زايسلير-'}	{'بات شيفع زايسلير-'}	{'جوختمان، بات شيفع زايسلير-'}	{'Gechtman, Bat Sheva Zeisler-'}	'Bat Sheva Zeisler-'	'Gechtman'
DiJeSt1709365	male	1974			Sweden	[]	Enqvist, Love	Love	Enqvist	Love Enqvist	انكفيست، لوف	لوف	انكفيست	set()	set()	set()	{'Enquist, Love'}	'Love'	'Enquist'
DiJeSt1709366	male	1976			Tel Aviv-Yafo (Israel)	[]	Larom, Elad	Elad	Larom	Elad Larom	لروم، العاد	العاد	لروم	set()	set()	set()	set()	set()	set()
DiJeSt1709368	female	1974				[]	Shahar, Lilach	Lilach	Shahar	Lilach Shahar	شاحر، ليلاخ	ليلاخ	شاحر	set()	set()	set()	set()	set()	set()
DiJeSt1709369	female	1977				[]	Shindler, Krisdi	Krisdi	Shindler	Krisdi Shindler	شيندلر، كرسدي	كرسدي	شيندلر	set()	set()	set()	set()	set()	set()
DiJeSt1712517	female	1980			Holon (Israel)	[]	Nissim, Vered	Vered	Nissim	Vered Nissim	فيريد، نيسيم	نيسيم	فيريد	set()	set()	set()	{'Nissim, Vered'}	'Vered'	'Nissim'
DiJeSt1712518						[]	Hattab, Raafat	Raafat	Hattab	Raafat Hattab	حطاب، رأفت	رأفت	حطاب	{'خطاب، رأفت'}	{'رأفت'}	{'خطاب، رأفت'}	"{""Hattab, Ra'fat""}"	"""Ra'fat"""	'Hattab'
DiJeSt1712523		1992			Ramla (Israel)	[]	Boodi & George				بودي وجورج،			set()	set()	set()	{'Boodi and George'}	''	''
DiJeSt1712647	male					[]	Golan, Omer	Omer	Golan	Omer Golan	جولان، عومر	عومر	جولان	set()	set()	set()	set()	set()	set()
DiJeSt1712755						[]	Khoury, Rula	Rula	Khoury	Rula Khoury	خوري، رلى	رلى	خوري	set()	set()	set()	{'Khury, Rula'}	'Rula'	'Khury'
DiJeSt1712756	male					[]	Zidani, Nina	Nina	Zidani	Nina Zidani	زيداني، نينا	نينا	زيداني	set()	set()	set()	set()	set()	set()
DiJeSt1713008	male					[]					صوريف، الياهو	الياهو	صوريف	set()	set()	set()	set()	set()	set()
DiJeSt1713163	male	1949				[]	Frey, Pierre	Pierre	Frey	Pierre Frey	فراي، بيير	بيير	فراي	set()	set()	set()	set()	set()	set()
DiJeSt1713290	male	1979			Dair el Asad (Israel)	[]	Assadi, Naseem	Naseem	Assadi	Naseem Assadi	الأسدي، نسيم عاطف	نسيم عاطف	الأسدي	set()	set()	set()	"{""Asadi, Nasim 'Atif""}"	"""Nasim 'Atif"""	'Asadi'
DiJeSt1713435	female					[]	Daher, Yasmeen	Yasmeen	Daher	Yasmeen Daher	ظاهر، ياسمين	ياسمين	ظاهر	set()	set()	set()	{'Zahir, Yasmin', 'Zaher, Yasmin'}	'Yasmin'	'Zahir', 'Zaher'
DiJeSt1713681	male					[]	Sawāʻid, Muḥammad Yūsuf	Muḥammad Yūsuf	Sawāʻid	Muḥammad Yūsuf Sawāʻid	سواعد، محمد	محمد	سواعد	{'سواعد، محمد يوسف'}	{'محمد يوسف'}	{'سواعد، محمد يوسف'}	"{""Sawa'id, Muhammad"", 'Suwaed, Muhammad', 'Suwaed, Mohammad Yosef'}"	'Mohammad Yosef', 'Muhammad'	"'Suwaed', ""Sawa'id"""
DiJeSt1713825	male					[]	Tati, Meir	Meir	Tati	Meir Tati	طاطي، مئير	مئير	طاطي	set()	set()	set()	set()	set()	set()
DiJeSt1713840	female	1962			Beʼeri (Israel)	[]	Yellin, Ziva	Ziva	Yellin	Ziva Yellin	يالين، ريڤا	ريڤا	يالين	set()	set()	set()	{'Yalin, Ziva', 'Jelin, Ziva', 'Yelin, Ziva', 'Yalin, Ziṿah', 'Yellin, Ziva'}	'Ziṿah', 'Ziva'	'Yellin', 'Yalin', 'Jelin', 'Yelin'
DiJeSt1713844	male				Musmus (Israel)	[]	Ikhbarīyah, Fuʼād	Fuʼād	Ikhbarīyah	Fuʼād Ikhbarīyah	اغبارية، فؤاد	فؤاد	اغبارية	set()	set()	set()	{'Agbaria, Fouad', 'Akhbarīyah, Fuʼād', 'Agbariyah, Fuʼad', 'Agbariah, Fuad', 'Agbaria, Fuad', 'Agbarieh, Fuad'}	'Fuʼad', 'Fuʼād', 'Fuad', 'Fouad'	'Akhbarīyah', 'Agbariah', 'Agbarieh', 'Agbaria', 'Agbariyah'
DiJeSt1714156	female	1971-04-31				[]	Gefen, Shirah	Shirah	Gefen	Shirah Gefen	غيفن، شيرا	شيرا	غيفن	set()	set()	set()	{'Gefen, Shirah', 'Geffen, Shira'}	'Shirah', 'Shira'	'Gefen', 'Geffen'
DiJeSt1714254	female					[]					زاكس، راحيل	راحيل	زاكس	set()	set()	set()	set()	set()	set()
DiJeSt1714773	male					[]	Zbedat, Kamal	Kamal	Zbedat	Kamal Zbedat	زبيدات، كمال	كمال	زبيدات	set()	set()	set()	{'Zabidat, Kamal', 'Zubidat, Kamal', 'Zubaidat, Kamal'}	'Kamal'	'Zubidat', 'Zubaidat', 'Zabidat'
DiJeSt1714781	male	1970			Switzerland	[]	Breuning, Olaf	Olaf	Breuning	Olaf Breuning	اولاف، بروينينج	بروينينج	اولاف	set()	set()	set()	set()	set()	set()
DiJeSt1714784	female					[]	Belford, Liora	Liora	Belford	Liora Belford	بلفورد، ليئورا	ليئورا	بلفورد	set()	set()	set()	set()	set()	set()
DiJeSt1714804	male					[]					لحمي، روعي	روعي	لحمي	set()	set()	set()	set()	set()	set()
DiJeSt1714881	male					[]	Maa'di, Mansour	Mansour	Maa'di	Mansour Maa'di	معدي, منصور خضور	معدي, منصور خضور	معدي, منصور خضور	set()	set()	set()	set()	set()	set()
DiJeSt1714882	male					[]	Maa'di, Jaber Dahesh	Jaber Dahesh	Maa'di	Jaber Dahesh Maa'di	معدي, جبر داهش	معدي, جبر داهش	معدي, جبر داهش	set()	set()	set()	set()	set()	set()
DiJeSt1714989	male					[]					جاك، شاحار	شاحار	جاك	set()	set()	set()	set()	set()	set()
DiJeSt1716787	male					[]	Sakhnini, Muhammad Husni	Muhammad Husni	Sakhnini	Muhammad Husni Sakhnini	سخنيني، محمد حسني	محمد حسني	سخنيني	set()	set()	set()	set()	set()	set()
DiJeSt1719004	male					[]	Benn, Aluf	Aluf	Benn	Aluf Benn	بن، ألوف	ألوف	بن	set()	set()	set()	set()	set()	set()
DiJeSt1719583	male					[]	Amit, Gish	Gish	Amit	Gish Amit	عميت، غيش	غيش	عميت	set()	set()	set()	set()	set()	set()
DiJeSt1719597	male					[]	Orhun, Ömer	Ömer	Orhun	Ömer Orhun	أورهن، عومر	عومر	أورهن	set()	set()	set()	set()	set()	set()
DiJeSt1719671	male					[]	Essawi, Muhammad	Muhammad	Essawi	Muhammad Essawi	عيساوي، محمد	محمد	عيساوي	set()	set()	set()	set()	set()	set()
DiJeSt1720018	male		1584	15xx		[]	Al-Kabasi, Ibrahim	Ibrahim	Al-Kabasi	Ibrahim Al-Kabasi	القباصي، ابراهيم آل يوسف	ابراهيم آل يوسف	القباصي	{'ابراهيم بن يوسف آل قباصي، سني الدين'}	{'سني الدين'}	{'ابراهيم بن يوسف آل قباصي، سني الدين'}	{'Al-Kabasi, Ibrahim'}	'Ibrahim'	'Al-Kabasi'
DiJeSt1720104	male					[]					عزريقان، مردخاي	مردخاي	عزريقان	set()	set()	set()	set()	set()	set()
DiJeSt1720190	male	1947-11-10	1982-09-14			[]	Jumayyil, Bashīr	Bashīr	Jumayyil	Bashīr Jumayyil	الجميل، بشير	بشير	الجميل	set()	set()	set()	{'Gemayel, Bashir', 'Jumail, Bashir', 'Bashīr al-Jumayyil', 'Gemayel, Béchir', 'Béchir Gemayel', 'Gemayel, Bachir'}	'', 'Béchir', 'Bachir', 'Bashir'	'', 'Jumail', 'Gemayel'
DiJeSt1720412	male					[]	al-Ali, Sami	Sami	al-Ali	Sami al-Ali	العلي، سامي	سامي	العلي	set()	set()	set()	set()	set()	set()
DiJeSt1721284	female					[]					دينور، شيرا	شيرا	دينور	set()	set()	set()	set()	set()	set()
DiJeSt1722604	male					[]					داود، أديب	أديب	داود	set()	set()	set()	set()	set()	set()
DiJeSt1722619	female					[]					بطحيش، هبة	هبة	بطحيش	set()	set()	set()	set()	set()	set()
DiJeSt1722620	male					[]					أبو نقولا، خليل	خليل	أبو نقولا	set()	set()	set()	set()	set()	set()
DiJeSt1723346		1972				[]	Qadry, Zohdy	Zohdy	Qadry	Zohdy Qadry	قادري، زهدي	زهدي	قادري	set()	set()	set()	{'al-Qādirī, Zuhdī', 'Qadry, Zohdy', 'Qādirī, Zuhdī'}	'Zohdy', 'Zuhdī'	'Qadry', 'Qādirī', 'al-Qādirī'
DiJeSt1723368	male			12xx		[]					أبو سعيد السامري،			{'السامري، أبو سعيد'}	{'أبو سعيد'}	{'السامري، أبو سعيد'}	set()	set()	set()
DiJeSt1727222	male	1822-07-30	1887-09-01			[]	Wajid ʻAli Shah				واجد على شاه،			{'شاه، واجد على', 'واجد على شاه اختر،'}	{'', 'واجد على'}	{'', 'شاه، واجد على'}	{'Wajid Ali Shah Akhtar', 'Vājida Alī Śāha', 'Vājidaalīśāha', 'Shāh, Vājid ʻAlī', 'Vājid ʻAlī Shāh', 'Akhtar', 'Shah, Wajid ʻAli', 'Wāzīd ʻĀlī Shāh', 'Śāha, Vāzida Alī', 'Vāzida Alī Śāha', 'Vājid ʻAlī Shāh Ak̲h̲tar', 'Vājidaalī Śāha', 'Wajid ʻAli Shah'}	'', 'Vājid ʻAlī', 'Wajid ʻAli', 'Vāzida Alī'	'', 'Śāha', 'Shah', 'Shāh'
DiJeSt1727985	male	1966			Yemen (Republic)	[]	Maqrī, ʻAlī	ʻAlī	Maqrī	ʻAlī Maqrī	المقري، علي	علي	المقري	set()	set()	set()	{'Moqri, Ali', 'Ali al-Muqri', 'Muqrī, ʻAlī', 'al-Maqri, Ali', 'Muqri, Ali al-'}	'Ali', '', 'Ali al-', 'ʻAlī'	'Muqrī', '', 'Muqri', 'Moqri', 'al-Maqri'
DiJeSt1730595						[]					صفوان، حاخو	حاخو	صفوان	set()	set()	set()	set()	set()	set()
DiJeSt1731191	male	1961				[]	Maṭrūd, Qāsim	Qāsim	Maṭrūd	Qāsim Maṭrūd	مطرود، قاسم	قاسم	مطرود	{'الجبوري، قاسم مطرود'}	{'قاسم مطرود'}	{'الجبوري، قاسم مطرود'}	{'Jubūrī, Qāsim Maṭrūd'}	'Qāsim Maṭrūd'	'Jubūrī'
DiJeSt1735782	male					[]	Hadad, Ohad	Ohad	Hadad	Ohad Hadad	حداد، أوهاد	أوهاد	حداد	set()	set()	set()	set()	set()	set()
DiJeSt1736688	male	1947-01-22	1975-08-11			[]	Yahya, Ali	Ali	Yahya	Ali Yahya	يحيى، علي	علي	يحيى	set()	set()	set()	{'Yihye, Ali'}	'Ali'	'Yihye'
DiJeSt1736762	male		1898			[]	Pinḥas ben Yitsḥaḳ				خضر بن اسحق بن سلومة،			{'خضر بن اسحق بن سلومة بن غزان،', 'السامري، خضر بن اسحق بن سلومة بن غزان'}	{'', 'خضر بن اسحق بن سلومة بن غزان'}	{'', 'السامري، خضر بن اسحق بن سلومة بن غزان'}	set()	set()	set()
DiJeSt1741493	female					[]	Shekh-Hashma, Lina	Lina	Shekh-Hashma	Lina Shekh-Hashma	الشيخ-حشمة، لينا	لينا	الشيخ-حشمة	{'الشيخ، لينا', 'حشمة، لينا'}	{'لينا'}	{'الشيخ، لينا', 'حشمة، لينا'}	{'Shekh, Lina', 'Hashma, Lina'}	'Lina'	'Hashma', 'Shekh'
DiJeSt1741981	male	1917	2013			Berlin (Germany)	Misch, Rochus	Rochus	Misch	Rochus Misch	ميش، روخوس	روخوس	ميش	set()	set()	set()	set()	set()	set()
DiJeSt1744938	male					[]	Malouf, Fadi	Fadi	Malouf	Fadi Malouf	معلوف، فادي	فادي	معلوف	set()	set()	set()	"{""Ma'luf, Fadi""}"	'Fadi'	"""Ma'luf"""
DiJeSt1744999	female					[]	Barkey, Dalia	Dalia	Barkey	Dalia Barkey	برقي، داليه	داليه	برقي	set()	set()	set()	set()	set()	set()
DiJeSt1745010	female					[]	Jammalieh, Sana	Sana	Jammalieh	Sana Jammalieh	جماليه، سنا	سنا	جماليه	set()	set()	set()	set()	set()	set()
DiJeSt1746924	female					[]	Tubul, Guy	Guy	Tubul	Guy Tubul	طوبول، جاي	جاي	طوبول	set()	set()	set()	set()	set()	set()
DiJeSt1747292	male	1953				[]	Barbi, David	David	Barbi	David Barbi	باريبي، داﭬيد	داﭬيد	باريبي	set()	set()	set()	set()	set()	set()
DiJeSt1752250						[]					الماجدي، سوسن	سوسن	الماجدي	set()	set()	set()	set()	set()	set()
DiJeSt1755994	female				Tuyserkan, Iran	[]	Sionit, Eti	Eti	Sionit	Eti Sionit	صيونيت-گوشن، اتى	اتى	صيونيت-گوشن	set()	set()	set()	set()	set()	set()
DiJeSt1759418						[]					زرى، مراد	مراد	زرى	{'زرى، ناصر مراد'}	{'ناصر مراد'}	{'زرى، ناصر مراد'}	set()	set()	set()
DiJeSt1759436	female					[]	Rockwell, Susan	Susan	Rockwell	Susan Rockwell	روكويل، سوسان	سوسان	روكويل	set()	set()	set()	set()	set()	set()
DiJeSt1759437	male					[]	Shamas, Charles	Charles	Shamas	Charles Shamas	شماس، تشارلز	تشارلز	شماس	set()	set()	set()	set()	set()	set()
DiJeSt1759438	female					[]	Roos, Marita	Marita	Roos	Marita Roos	روس، ماريتا	ماريتا	روس	set()	set()	set()	set()	set()	set()
DiJeSt1759502	male	1858	1913			[]	Alcalay, B.-Z.	B.-Z.	Alcalay	B.-Z. Alcalay	القلاعي، بنصيون	بنصيون	القلاعي	{'قلاعي، بنصيون'}	{'بنصيون'}	{'قلاعي، بنصيون'}	set()	set()	set()
DiJeSt1759593	male	1931			Jinsafut (West Bank)	[]	Qaddūmī, Fārūq	Fārūq	Qaddūmī	Fārūq Qaddūmī	القدومي، فاروق	فاروق	القدومي	set()	set()	set()	{'Abu al-Lutf'}	''	''
DiJeSt1761737	male	1929-11-21				[]	Admoni, Nahum	Nahum	Admoni	Nahum Admoni	أدموني, ناحوم	أدموني, ناحوم	أدموني, ناحوم	set()	set()	set()	set()	set()	set()
DiJeSt1762312	male					[]	Benharroch, Assaf	Assaf	Benharroch	Assaf Benharroch	بن اروش، اساف	اساف	بن اروش	{'ابن اروش، اساف'}	{'اساف'}	{'ابن اروش، اساف'}	set()	set()	set()
DiJeSt1762450	female					[]	Rosenak-Kelner, Noa	Noa	Rosenak-Kelner	Noa Rosenak-Kelner	فلنر، نوعة	نوعة	فلنر	set()	set()	set()	set()	set()	set()
